x0,x1,x2,y,x3,x4
A6,26.0,A9,0.04,0.03,0.0
A3,32.0,A2,0.0,,0.02
A3,29.0,A10,0.0,0.0,0.33
A3,29.0,A10,0.0,0.0,0.06
A5,31.0,A0,0.17,,0.0
A21,19.0,A0,0.47,,0.0
A13,25.0,A4,0.04,0.01,0.0
A11,30.0,A7,0.05,,0.0
A17,23.0,A6,0.19,,0.0
A4,32.0,A2,3.13,1.71,0.03
A5,30.0,A8,0.0,0.08,0.0
A10,25.0,A8,0.01,,0.0
A1,29.0,A2,0.17,,0.0
A9,30.0,A9,0.18,0.03,0.0
A10,22.0,A0,0.11,0.04,0.0
A13,24.0,A6,0.08,0.02,0.0
A5,29.0,A2,1.7,,0.06
A1,28.0,A0,0.0,0.0,0.02
A6,29.0,A4,0.0,0.0,0.05
A3,29.0,A6,0.07,,0.0
A16,31.0,A3,0.0,0.0,0.03
A13,,A7,0.32,0.11,0.0
A6,26.0,A4,0.0,,0.04
A7,35.0,A6,0.03,0.03,0.0
A1,26.0,A2,0.04,0.0,0.0
A5,27.0,A10,1.69,0.87,0.14
A6,21.0,A2,0.62,0.49,0.0
A10,25.0,A6,0.12,,0.0
A10,24.0,A6,0.3,,0.0
A23,34.0,A2,0.35,0.25,0.0
A17,,A8,0.21,0.06,0.0
A6,30.0,A0,0.19,0.15,0.0
A4,26.0,A2,0.27,0.02,0.02
A7,36.0,A11,0.04,0.01,0.03
A3,29.0,A4,0.0,0.0,0.04
A2,33.0,A2,0.0,0.0,0.01
A1,27.0,A3,0.05,0.0,0.0
A5,34.0,A10,0.03,0.01,0.01
A4,30.0,A2,0.95,,0.0
A13,23.0,A0,0.47,0.13,0.0
A11,28.0,A5,0.04,,0.0
A5,33.0,A7,0.2,0.31,0.0
A21,18.0,A0,1.25,0.61,0.13
A23,34.0,A7,2.13,0.92,0.0
A1,24.0,A1,0.1,0.01,0.05
A6,22.0,A11,0.16,0.12,0.0
A16,36.0,A2,0.0,0.0,0.02
A15,12.0,A0,0.0,0.0,0.46
A4,34.0,A2,0.09,0.07,0.0
A6,26.0,A10,0.22,0.03,0.0
A13,25.0,A2,0.18,0.05,0.0
A9,,A8,0.07,0.0,0.0
A6,21.0,A0,0.0,,0.45
A9,29.0,A0,0.14,,0.0
A4,31.0,A0,0.05,0.04,0.0
A9,27.0,A3,0.91,0.55,0.04
A3,31.0,A0,0.0,0.0,0.24
A3,,A0,0.04,0.33,0.26
A11,31.0,A3,0.4,,0.0
A1,27.0,A6,0.12,,0.0
A9,29.0,A8,1.08,,0.0
A0,18.0,A8,0.76,,0.0
A1,31.0,A4,0.21,0.0,0.0
A9,31.0,A0,0.0,0.0,0.07
A1,27.0,A10,0.0,,0.12
A6,25.0,A6,0.32,0.25,0.0
A6,24.0,A7,0.05,0.04,0.0
A3,31.0,A4,0.0,,0.15
A1,27.0,A8,0.0,0.0,0.1
A5,33.0,A10,0.0,0.0,0.02
A4,26.0,A3,0.24,,0.01
A13,22.0,A0,0.02,0.01,0.0
A10,25.0,A6,0.33,0.12,0.0
A6,22.0,A9,0.23,0.18,0.0
A3,30.0,A0,0.19,,0.0
A4,28.0,A0,0.65,0.0,0.0
A5,33.0,A6,0.0,,0.0
A9,27.0,A0,0.06,,0.0
A6,25.0,A10,2.2,0.58,1.38
A6,22.0,A0,0.0,0.0,0.55
A1,29.0,A0,0.0,,0.01
A10,22.0,A2,0.19,0.07,0.0
A6,23.0,A8,0.24,0.18,0.0
A13,24.0,A10,0.04,0.01,0.0
A9,27.0,A9,0.13,,0.0
A9,28.0,A4,0.06,0.01,0.0
A9,27.0,A10,0.09,0.0,0.11
A6,20.0,A0,1.19,0.07,0.05
A9,31.0,A8,0.23,0.01,0.0
A10,25.0,A8,0.04,0.01,0.0
A2,32.0,A8,0.07,0.07,0.12
A6,20.0,A3,0.28,,0.23
A21,16.0,A0,0.0,0.0,0.19
A16,32.0,A9,0.02,,0.0
A17,22.0,A1,0.05,0.01,0.0
A9,28.0,A8,0.32,,0.0
A1,27.0,A2,0.1,0.0,0.0
A1,29.0,A3,0.18,0.0,0.0
A16,34.0,A5,0.0,0.0,0.05
A5,32.0,A10,0.06,,0.06
A17,22.0,A3,0.12,,0.0
A13,22.0,A9,0.09,0.02,0.0
A5,31.0,A2,0.0,0.03,0.16
A5,27.0,A10,0.17,0.01,0.0
A13,24.0,A0,0.63,0.02,0.0
A6,30.0,A6,0.05,,0.0
A0,17.0,A9,0.08,,0.0
A11,23.0,A6,0.0,0.03,0.0
A1,27.0,A3,0.0,,0.04
A9,31.0,A8,0.14,,0.0
A5,35.0,A2,0.14,0.25,0.0
A12,20.0,A5,0.0,0.0,0.2
A9,29.0,A1,0.13,0.0,0.0
A6,25.0,A6,0.1,0.08,0.0
A5,32.0,A0,0.0,0.01,0.0
A11,30.0,A7,0.01,0.0,0.0
A1,31.0,A8,0.0,0.0,0.13
A9,27.0,A8,1.16,0.45,0.0
A3,27.0,A0,0.26,0.0,0.0
A23,36.0,A7,0.01,0.0,0.0
A8,15.0,A10,0.0,,0.11
A3,32.0,A2,0.0,,0.03
A1,29.0,A0,0.08,0.02,0.0
A23,35.0,A2,0.21,,0.0
A21,18.0,A0,0.16,0.04,0.0
A11,19.0,A2,0.0,,0.0
A0,15.0,A0,0.47,0.32,0.0
A9,30.0,A8,0.0,0.16,0.0
A0,16.0,A1,0.0,0.0,0.09
A9,28.0,A4,0.13,0.01,0.0
A0,20.0,A7,0.13,,0.0
A6,21.0,A8,0.02,0.02,0.0
A15,16.0,A10,0.0,,0.15
A9,,A4,0.09,0.0,0.0
A19,12.0,A11,0.04,0.01,0.02
A1,25.0,A8,0.0,0.0,0.04
A6,28.0,A0,0.4,0.02,0.0
A15,16.0,A1,0.0,0.0,0.44
A4,31.0,A0,0.12,0.0,0.0
A6,28.0,A7,0.61,,0.0
A6,27.0,A0,0.06,0.05,0.0
A6,,A8,0.12,0.09,0.0
A17,22.0,A1,0.17,0.04,0.0
A6,26.0,A8,0.2,0.16,0.0
A1,28.0,A3,0.0,0.0,0.04
A9,30.0,A0,0.05,,0.0
A1,31.0,A7,0.04,,0.0
A6,26.0,A10,0.0,0.0,0.17
A15,12.0,A7,0.0,,0.13
A1,,A2,0.09,,0.0
A10,22.0,A5,0.01,0.01,0.0
A7,33.0,A0,0.61,,0.11
A2,35.0,A6,0.0,0.0,0.03
A16,34.0,A11,0.06,,0.03
A1,25.0,A3,0.3,0.0,0.0
A10,22.0,A10,0.0,0.0,0.26
A10,24.0,A0,0.04,,0.0
A10,25.0,A8,0.05,0.02,0.0
A13,24.0,A0,0.88,0.04,0.0
A6,26.0,A8,0.02,0.01,0.0
A6,23.0,A7,2.22,0.51,0.06
A1,32.0,A10,2.91,1.86,3.14
A3,33.0,A8,0.0,,0.02
A18,3.0,A2,0.72,,0.0
A1,27.0,A3,0.0,0.0,0.01
A15,13.0,A10,0.0,0.0,0.32
A1,25.0,A2,0.12,0.0,0.0
A6,23.0,A8,0.0,,0.44
A13,22.0,A0,0.46,,0.0
A7,35.0,A10,0.09,0.12,0.02
A1,31.0,A3,0.54,0.1,0.0
A16,32.0,A9,0.14,0.19,0.0
A10,24.0,A4,0.42,,0.0
A6,26.0,A11,0.07,0.06,0.04
A9,29.0,A0,0.36,0.0,0.0
A1,31.0,A3,0.13,,0.0
A5,30.0,A2,0.8,0.53,0.0
A17,25.0,A2,0.11,0.03,0.0
A6,25.0,A8,0.15,0.12,0.0
A13,25.0,A7,0.32,0.24,0.0
A21,18.0,A7,0.06,,0.0
A4,28.0,A2,1.74,0.8,0.0
A9,29.0,A0,0.35,0.0,0.0
A5,34.0,A10,0.26,0.23,0.05
A1,26.0,A8,0.02,0.0,0.13
A5,26.0,A2,0.18,0.38,0.06
A10,22.0,A9,0.19,,0.0
A9,30.0,A2,0.07,0.03,0.0
A3,28.0,A2,0.12,0.02,0.0
A4,26.0,A6,0.1,0.0,0.0
A1,28.0,A8,0.09,0.03,0.0
A9,28.0,A0,0.13,,0.0
A16,34.0,A10,0.07,0.03,0.02
A21,20.0,A9,0.08,0.02,0.0
A6,24.0,A0,0.06,,0.0
A11,31.0,A7,0.05,0.02,0.0
A9,30.0,A8,0.25,,0.0
A9,29.0,A6,0.69,0.35,0.01
A10,25.0,A1,0.02,0.01,0.0
A1,27.0,A5,0.07,0.25,0.0
A17,24.0,A1,0.01,0.0,0.0
A16,35.0,A2,0.0,0.0,0.04
A10,23.0,A0,0.22,-7.971882370865403,0.0
A6,23.0,A0,0.14,0.11,0.0
A2,36.0,A2,0.02,,0.01
A6,30.0,A0,0.0,0.0,0.09
A3,30.0,A10,0.13,,0.27
A4,30.0,A2,0.06,0.07,0.04
A11,28.0,A6,0.0,0.01,0.0
A10,21.0,A9,0.39,0.16,0.37
A3,28.0,A11,0.51,,0.91
A11,29.0,A1,0.0,0.01,0.0
A9,27.0,A7,0.06,0.0,0.0
A8,15.0,A9,0.0,,0.07
A3,26.0,A2,0.58,,0.0
A17,27.0,A2,0.03,,0.0
A13,25.0,A9,0.53,0.46,0.0
A2,34.0,A2,0.0,,0.08
A9,27.0,A2,0.07,,0.0
A3,30.0,A10,0.0,,0.03
A17,24.0,A0,0.1,0.03,0.0
A5,34.0,A7,0.1,,0.0
A11,26.0,A10,0.0,0.02,0.0
A2,32.0,A10,0.44,,0.47
A1,30.0,A6,0.22,0.08,0.0
A6,22.0,A4,0.08,,0.0
A9,29.0,A8,0.14,,0.0
A7,35.0,A10,0.0,0.1,0.0
A0,16.0,A11,0.35,,0.0
A6,23.0,A6,1.44,0.83,0.26
A11,32.0,A2,0.03,0.1,0.0
A13,22.0,A7,0.48,,0.0
A9,27.0,A0,0.22,0.01,0.0
A13,24.0,A9,0.02,0.01,0.0
A9,32.0,A8,1.15,1.17,0.76
A13,23.0,A2,0.0,0.0,0.03
A10,22.0,A0,0.06,,0.0
A2,33.0,A2,0.0,,0.0
A6,26.0,A0,0.0,,0.02
A6,25.0,A7,0.89,0.69,0.09
A6,21.0,A0,0.19,0.15,0.0
A1,30.0,A5,0.0,,0.27
A9,28.0,A7,1.2,0.59,0.0
A4,34.0,A4,0.03,0.03,0.0
A5,29.0,A0,0.16,,0.0
A3,30.0,A0,0.06,0.0,0.0
A5,32.0,A11,0.28,0.33,0.13
A6,22.0,A1,0.02,0.01,0.0
A0,20.0,A5,0.0,0.0,0.36
A5,31.0,A10,0.0,0.0,0.5
A9,26.0,A1,0.87,1.06,0.73
A7,34.0,A8,0.19,0.13,0.0
A1,30.0,A6,0.74,0.5,0.01
A0,19.0,A5,0.06,,0.0
A8,15.0,A11,0.0,0.0,0.32
A0,17.0,A0,0.28,0.19,0.0
A4,29.0,A2,2.2,,0.02
A9,26.0,A2,0.0,0.0,0.07
A16,32.0,A7,0.29,0.15,0.04
A11,31.0,A5,0.0,,0.0
A1,27.0,A2,0.0,,0.05
A6,22.0,A10,0.09,,0.0
A6,27.0,A5,0.01,0.01,0.03
A5,29.0,A11,0.11,0.01,0.03
A1,29.0,A1,1.71,,0.02
A17,25.0,A0,0.03,0.01,0.0
A3,30.0,A10,0.0,,0.08
A1,31.0,A6,0.09,0.02,0.0
A2,36.0,A4,0.0,,0.27
A3,25.0,A8,0.12,,0.0
A0,18.0,A1,0.04,0.03,0.0
A22,33.0,A2,0.93,0.57,0.14
A3,26.0,A0,0.1,0.0,0.0
A9,29.0,A2,0.05,0.0,0.0
A10,22.0,A10,0.01,,0.0
A2,34.0,A8,0.18,,0.16
A5,29.0,A0,0.66,0.0,0.0
A1,30.0,A10,0.07,,0.0
A1,29.0,A10,1.11,0.27,0.53
A1,,A6,0.02,,0.0
A10,26.0,A2,0.05,,0.0
A13,23.0,A7,0.17,,0.0
A4,32.0,A2,0.48,0.25,0.0
A4,27.0,A2,0.54,0.4,0.0
A22,34.0,A2,0.0,0.04,0.02
A16,35.0,A2,0.0,,0.0
A0,19.0,A10,0.19,,0.0
A5,31.0,A4,0.22,0.25,0.04
A21,18.0,A2,0.08,0.02,0.0
A1,30.0,A8,0.04,0.02,0.0
A1,29.0,A2,0.04,0.0,0.0
A5,30.0,A7,0.05,,0.02
A1,27.0,A8,0.79,,0.0
A0,,A4,0.0,-5.673972203315049,0.04
A10,21.0,A7,0.1,0.04,0.0
A5,35.0,A9,0.0,,0.01
A1,26.0,A10,0.0,,0.09
A3,29.0,A3,0.08,0.0,0.0
A17,25.0,A4,0.11,0.03,0.0
A5,29.0,A9,0.12,0.15,0.0
A8,17.0,A7,0.0,0.0,0.08
A6,24.0,A10,0.21,0.17,0.0
A8,17.0,A7,0.0,0.0,0.1
A6,22.0,A0,0.04,0.03,0.0
A7,36.0,A7,0.01,0.0,0.0
A5,29.0,A11,0.36,,0.06
A6,28.0,A4,0.0,0.0,0.03
A9,29.0,A2,0.23,,0.0
A0,20.0,A2,2.36,2.1,0.02
A1,29.0,A8,0.04,0.11,0.0
A1,28.0,A3,0.0,0.0,0.06
A1,29.0,A1,0.3,,0.68
A4,36.0,A0,0.03,0.13,0.0
A13,25.0,A4,0.19,0.06,0.0
A13,26.0,A0,0.24,0.07,0.0
A4,30.0,A0,0.09,,0.0
A1,28.0,A0,0.14,0.02,0.0
A17,23.0,A0,0.09,0.02,0.0
A1,28.0,A2,0.03,0.0,0.0
A2,34.0,A4,0.01,,0.0
A6,28.0,A10,0.05,0.04,0.0
A15,11.0,A6,0.32,0.05,0.25
A10,24.0,A10,4.34,2.65,3.15
A1,31.0,A8,0.13,0.12,0.0
A23,35.0,A9,0.08,0.15,0.0
A17,22.0,A8,1.13,0.36,0.92
A17,26.0,A7,0.08,0.02,0.0
A11,24.0,A5,0.0,0.08,0.0
A26,19.0,A10,0.0,0.0,0.28
A23,36.0,A0,0.17,1.26,0.0
A7,35.0,A8,0.0,,0.03
A21,17.0,A0,0.81,0.04,0.0
A11,36.0,A5,0.0,0.01,0.0
A2,31.0,A2,0.0,,0.06
A10,26.0,A7,0.02,0.01,0.0
A5,31.0,A7,0.47,,0.06
A16,33.0,A10,0.04,,0.04
A6,25.0,A11,0.96,0.12,0.54
A0,15.0,A7,0.03,0.02,0.07
A13,23.0,A7,0.09,0.03,0.0
A3,32.0,A2,0.0,0.0,0.04
A6,26.0,A9,0.06,0.04,0.0
A17,23.0,A9,0.2,,0.0
A9,,A9,0.0,0.0,0.02
A8,18.0,A0,0.0,0.0,0.25
A12,12.0,A1,0.56,0.22,0.43
A6,22.0,A2,0.0,,0.02
A6,27.0,A8,0.0,,0.12
A11,31.0,A3,0.05,,0.0
A5,33.0,A7,0.3,0.29,0.0
A0,18.0,A2,0.0,0.0,0.06
A5,30.0,A8,0.1,0.01,0.0
A17,22.0,A8,0.04,0.01,0.0
A13,23.0,A6,0.11,0.03,0.0
A6,23.0,A0,0.44,0.34,0.0
A0,18.0,A6,0.99,0.64,0.0
A15,13.0,A0,0.0,0.0,0.53
A6,21.0,A0,0.0,0.0,0.12
A4,30.0,A0,0.47,0.0,0.0
A5,32.0,A7,4.99,5.88,0.65
A3,31.0,A2,0.0,,0.14
A1,,A8,0.01,0.0,0.0
A13,22.0,A8,0.16,,0.0
A6,24.0,A10,0.03,,0.0
A1,5.0,A2,0.0,0.0,0.02
A6,21.0,A7,1.99,1.05,0.05
A6,26.0,A0,0.02,,0.0
A1,27.0,A2,2.89,,0.0
A11,31.0,A5,0.0,0.01,0.0
A0,18.0,A5,0.04,,0.0
A5,33.0,A10,0.71,0.83,0.15
A1,31.0,A8,0.0,6.58344226964015,0.01
A18,6.0,A0,0.28,0.02,0.0
A4,30.0,A2,0.24,0.05,0.0
A22,33.0,A7,0.0,0.04,0.0
A17,21.0,A0,0.21,0.06,0.0
A1,28.0,A1,0.14,,0.0
A1,25.0,A0,0.0,0.0,0.14
A9,28.0,A0,0.0,0.0,0.01
A1,29.0,A0,0.0,0.0,0.07
A6,26.0,A4,0.0,0.0,0.04
A10,24.0,,0.0,,0.06
A10,22.0,A9,0.18,0.07,0.0
A9,30.0,A2,0.17,0.05,0.0
A6,25.0,A10,0.06,0.05,0.0
A0,19.0,A6,0.16,0.11,0.0
A10,22.0,A9,0.01,0.0,0.0
A1,30.0,A11,0.03,0.0,0.05
A13,24.0,A8,0.37,0.11,0.0
A7,33.0,A7,0.89,1.33,0.07
A5,35.0,A11,0.0,0.0,0.02
A1,27.0,A1,0.05,,0.0
A6,28.0,A0,0.08,0.07,0.0
A13,25.0,A7,0.05,,0.0
A3,30.0,A4,0.0,0.0,0.02
A5,26.0,A7,0.6,0.63,0.03
A7,36.0,A2,0.0,0.04,0.0
A4,34.0,A9,0.03,0.05,0.0
A9,29.0,A2,0.44,,0.0
A0,16.0,A8,0.3,0.2,0.0
A7,35.0,A10,0.0,0.01,0.0
A3,25.0,A10,0.24,,1.03
A17,24.0,A7,0.02,0.0,0.0
A1,28.0,A6,0.06,0.0,0.0
A9,26.0,A0,0.46,,0.0
A5,30.0,A4,0.0,0.0,0.02
A13,22.0,A3,0.35,0.07,0.0
A23,35.0,A10,0.77,0.38,0.0
A3,32.0,A2,0.0,0.0,0.04
A3,29.0,A4,0.0,0.0,0.08
A1,29.0,A1,0.45,,0.0
A11,26.0,A10,0.01,0.2,0.0
A23,36.0,A2,0.46,0.32,0.0
A1,27.0,A1,0.1,0.0,0.0
A9,31.0,A2,0.19,0.01,0.0
A9,29.0,A2,0.06,,0.0
A2,35.0,A10,0.09,0.01,0.12
A4,27.0,A1,0.08,0.02,0.0
A1,25.0,A1,0.14,,0.0
A17,,A1,0.0,0.0,0.13
A11,8.0,A3,0.0,,0.0
A12,9.0,A1,2.18,0.96,2.0
A6,25.0,A7,0.1,0.08,0.0
A6,22.0,A0,0.36,0.9,0.0
A4,29.0,A0,0.0,0.04,0.0
A22,35.0,A6,1.18,0.87,0.93
A1,28.0,A3,0.35,-9.342147050031851,0.17
A13,23.0,A9,0.42,0.06,0.0
A16,36.0,A10,0.0,0.0,0.02
A4,32.0,A2,0.58,,0.01
A17,24.0,A7,0.28,,0.0
A6,23.0,A3,0.24,0.18,0.0
A3,27.0,A0,0.2,0.76,0.0
A17,26.0,A9,0.1,,0.0
A1,28.0,A8,0.0,,0.65
A1,28.0,A8,0.0,,0.0
A13,25.0,A10,0.14,0.04,0.0
A2,31.0,A1,0.08,0.15,0.06
A13,24.0,A11,0.3,0.1,0.08
A0,16.0,A11,0.08,0.05,0.0
A1,31.0,A3,0.06,,0.0
A1,25.0,A8,0.7,,0.0
A16,32.0,A6,0.4,0.72,0.02
A9,27.0,A0,0.0,0.0,0.14
A4,29.0,A6,0.1,,0.0
A6,29.0,A4,0.0,,0.01
A1,28.0,A8,0.22,0.0,0.0
A9,33.0,A8,0.14,0.11,0.0
A11,26.0,A3,0.0,0.25,0.0
A1,28.0,A6,0.05,,0.0
A5,28.0,A2,0.43,,0.02
A8,14.0,A7,0.0,0.0,0.25
A0,20.0,A2,0.19,0.13,0.0
A16,36.0,A2,0.07,0.11,0.0
A4,28.0,A5,0.58,,0.0
A0,16.0,A0,0.08,0.05,0.0
A6,25.0,A3,0.0,,0.26
A6,24.0,A0,2.15,,0.0
A11,29.0,A2,0.0,,0.0
A3,31.0,A8,0.0,0.0,0.4
A11,28.0,A2,0.0,0.02,0.0
A1,27.0,A8,0.15,0.02,0.0
A6,28.0,A4,0.0,,0.04
A5,34.0,A7,0.67,0.66,0.12
A6,24.0,A3,0.0,0.0,0.02
A6,20.0,A0,0.09,,0.0
A7,34.0,A7,2.8,3.3,0.14
A11,35.0,A0,0.04,0.13,0.0
A9,26.0,A3,0.28,0.02,0.03
A6,22.0,A5,0.06,,0.16
A1,27.0,A10,0.09,0.0,0.0
A4,31.0,A7,9.03,4.28,0.13
A3,26.0,A10,0.0,0.0,0.11
A3,31.0,A10,0.0,0.0,0.2
A16,31.0,A7,0.59,0.75,0.13
A1,26.0,A2,0.0,0.0,0.1
A4,,A1,0.13,0.0,0.0
A16,34.0,A11,0.03,,0.02
A1,30.0,A2,0.0,0.0,0.02
A23,35.0,A7,4.52,2.09,0.01
A9,27.0,A8,0.0,0.03,0.0
A3,26.0,A7,0.23,0.14,0.0
A1,,A5,0.44,0.13,0.0
A5,28.0,A6,0.31,0.59,0.02
A15,14.0,A0,0.0,,0.37
A1,29.0,A11,0.35,,0.0
A3,29.0,A2,0.39,0.0,0.0
A2,36.0,A3,0.0,,0.19
A15,13.0,A9,0.0,0.0,0.01
A13,26.0,A0,0.02,0.01,0.0
A11,24.0,A3,0.02,0.24,0.0
A1,27.0,A7,0.96,0.02,0.01
A1,30.0,A8,0.01,,0.0
A2,33.0,A10,0.0,0.0,0.01
A10,21.0,A6,0.04,0.02,0.0
A11,27.0,A5,0.01,0.01,0.0
A6,22.0,A9,0.25,,0.0
A8,16.0,A11,0.0,0.0,0.12
A23,35.0,A2,0.07,0.02,0.0
A5,32.0,A2,0.0,,0.26
A5,33.0,A11,0.05,,0.5
A1,27.0,A8,0.11,0.0,0.0
A6,28.0,A11,0.0,0.0,0.03
A9,27.0,A0,0.02,0.0,0.0
A17,23.0,A9,0.06,0.02,0.0
A6,24.0,A10,0.0,0.0,0.27
A20,13.0,A11,0.0,0.0,0.15
A7,34.0,A2,1.78,,0.07
A6,25.0,A10,0.0,0.0,0.57
A9,30.0,A11,0.04,,0.0
A11,28.0,A4,0.0,0.02,0.0
A5,27.0,A0,0.08,,0.0
A4,28.0,A7,0.34,0.15,0.01
A6,20.0,A11,1.68,1.51,0.51
A11,30.0,A3,0.01,0.0,0.0
A4,29.0,A5,0.17,,0.01
A11,33.0,A0,0.01,0.36,0.0
A1,29.0,A5,0.31,0.25,0.0
A5,36.0,A2,0.0,0.0,0.13
A11,29.0,A10,0.01,,0.0
A6,22.0,A0,0.0,0.0,0.04
A4,33.0,A6,0.86,,0.0
A5,29.0,A8,0.28,0.24,0.0
A13,24.0,A8,0.05,0.02,0.0
A11,28.0,A5,0.0,,0.0
A21,18.0,A2,0.26,0.06,0.0
A0,15.0,A3,0.0,0.0,0.04
A11,31.0,A4,0.0,0.14,0.0
A1,,A0,0.01,,0.0
A10,26.0,A8,0.0,0.0,0.3
A1,28.0,A3,0.03,,0.0
A5,28.0,A0,0.0,,0.03
A5,33.0,A7,0.06,,0.0
A10,22.0,A2,0.0,,0.03
A7,35.0,A11,0.0,,0.02
A0,20.0,A4,0.11,,0.0
A4,33.0,A2,0.0,,0.0
A9,30.0,A0,0.53,0.02,0.0
A11,30.0,A3,0.0,0.03,0.0
A11,30.0,A7,0.0,0.04,0.0
A17,22.0,A6,0.03,0.01,0.0
A10,23.0,A6,0.93,,0.0
A6,23.0,A8,0.03,,0.0
A17,24.0,A7,0.01,,0.0
A2,,A4,0.08,0.0,0.0
A18,2.0,A0,0.52,0.03,0.0
A5,,A9,0.0,0.15,0.01
A4,27.0,A2,0.47,0.04,0.0
A1,29.0,A0,0.0,0.0,0.11
A1,27.0,A1,1.22,,1.03
A10,22.0,A8,0.46,0.17,0.0
A9,32.0,A2,0.38,0.0,0.0
A11,28.0,A10,0.02,0.88,0.0
A0,18.0,A10,0.26,0.1,0.72
A17,26.0,A6,0.25,0.07,0.0
A11,21.0,A5,0.0,0.02,0.0
A6,24.0,A2,0.13,0.1,0.0
A6,28.0,A4,0.0,0.0,0.01
A1,28.0,A10,0.0,0.0,0.11
A11,31.0,A10,0.07,0.03,0.0
A3,30.0,A4,0.0,,0.01
A3,31.0,A4,0.0,,0.03
A8,17.0,A4,0.0,,0.14
A5,32.0,A0,0.11,0.92,0.0
A1,30.0,A8,0.08,0.01,0.0
A6,29.0,A0,0.23,0.24,0.0
A17,22.0,A0,0.01,0.0,0.03
A6,23.0,A7,0.09,0.07,0.0
A18,7.0,A0,0.07,,0.0
A6,23.0,A11,0.95,0.74,0.0
A13,23.0,A0,0.4,0.02,0.0
A3,29.0,A2,0.0,0.0,0.03
A1,30.0,A2,0.0,0.14,0.0
A9,29.0,A2,0.12,,0.0
A5,29.0,A2,0.34,,0.0
A13,23.0,A2,0.48,,0.0
A9,,A2,0.26,0.28,0.0
A1,30.0,A3,0.39,,0.0
A6,24.0,A7,0.57,0.44,0.0
A13,24.0,A3,0.32,,0.0
A6,23.0,A9,0.01,,0.0
A13,23.0,A9,0.97,,0.04
A9,29.0,A1,0.03,0.0,0.0
A0,19.0,A1,0.03,0.02,0.0
A13,24.0,A0,0.02,,0.0
A1,29.0,A0,0.1,,0.0
A12,20.0,A0,0.5,0.18,0.44
A21,19.0,A9,0.25,,0.0
A16,35.0,A2,0.0,0.0,0.05
A4,29.0,A0,0.88,0.02,0.0
A9,28.0,A2,0.5,0.32,0.0
A0,17.0,A7,0.06,0.04,0.0
A6,25.0,A2,0.02,0.02,0.0
A10,23.0,A0,0.0,0.0,0.25
A1,26.0,A11,0.02,0.02,0.12
A1,28.0,A4,1.88,0.98,0.0
A10,24.0,A2,0.31,0.12,0.0
A11,29.0,A2,0.0,0.02,0.0
A1,28.0,A1,0.06,,0.0
A1,30.0,A2,0.35,0.0,0.0
A11,18.0,A2,0.41,0.0,0.0
A8,14.0,A7,0.0,0.0,0.2
A4,26.0,A7,0.28,,0.0
A15,13.0,A1,0.0,0.0,1.69
A13,25.0,A7,0.66,,0.0
A15,14.0,A6,0.0,0.0,0.36
A3,-64.20271087620351,A6,0.07,,0.0
A9,31.0,A0,0.0,0.01,0.0
A7,36.0,A9,0.01,0.21,0.01
A4,29.0,A0,0.12,,0.03
A11,29.0,A4,0.0,0.04,0.0
A8,18.0,A10,0.0,,0.12
A14,20.0,A11,0.0,0.0,0.07
A0,21.0,A7,0.03,0.02,0.0
A5,32.0,A2,0.82,0.0,0.0
A1,25.0,A5,0.06,,0.0
A4,31.0,A4,0.0,0.04,0.0
A16,36.0,A4,0.0,,0.02
A1,28.0,A4,0.33,0.0,0.0
A17,23.0,A6,0.13,0.03,0.0
A6,20.0,A6,0.04,0.03,0.0
A11,29.0,A5,0.01,0.02,0.0
A22,34.0,A2,0.03,0.02,0.0
A9,29.0,A9,0.09,,0.0
A13,23.0,A7,0.13,,0.0
A1,28.0,A2,0.0,0.0,0.06
A3,25.0,A9,0.7,0.06,0.0
A11,35.0,A2,0.11,,0.0
A1,27.0,A11,0.12,0.02,0.0
A1,28.0,A8,0.13,0.0,0.0
A11,,A2,0.02,0.15,0.0
A1,28.0,A8,0.04,0.0,0.0
A17,25.0,A7,0.14,,0.0
A1,30.0,A11,0.0,0.0,0.05
A11,31.0,A7,0.07,0.07,0.0
A10,24.0,A4,0.0,0.0,0.25
A5,29.0,A8,0.2,0.0,0.0
A6,24.0,A6,1.27,0.05,0.0
A0,17.0,A0,0.07,,0.0
A1,28.0,A10,0.23,,0.16
A4,33.0,A8,0.09,0.01,0.0
A17,23.0,A9,0.01,,0.0
A11,31.0,A1,0.0,0.02,0.0
A13,25.0,A4,0.07,0.03,0.0
A3,25.0,A0,0.39,,0.0
A3,24.0,A8,0.13,,0.0
A8,15.0,A10,0.0,0.0,0.3
A5,28.0,A2,0.72,,0.0
A9,29.0,A3,0.09,0.0,0.0
A6,26.0,A8,0.0,,0.06
A3,25.0,A7,0.14,0.0,0.0
A11,31.0,A0,0.0,0.03,0.0
A0,16.0,A0,0.99,,0.1
A7,34.0,A0,0.46,,0.01
A4,28.0,A9,0.12,0.06,0.0
A5,32.0,A4,0.19,0.01,0.0
A9,28.0,A0,0.38,0.29,0.15
A2,32.0,A10,0.89,0.45,0.53
A13,23.0,A9,0.15,,0.0
A11,30.0,A9,0.01,0.04,0.0
A6,25.0,A2,0.71,1.02,0.0
A0,19.0,A5,0.0,0.0,0.16
A6,29.0,A4,0.0,0.0,0.02
A15,14.0,A11,0.0,,0.02
A11,,A5,0.0,0.01,0.0
A0,16.0,A0,0.1,0.07,0.24
